opportunity_id,target
10689,0.7051282051282052
10690,0.7051282051282052
10691,0.7407407407407407
10692,0.5384615384615384
10693,0.7973273942093542
10694,0.7973273942093542
10695,0.2
10696,0.2
10697,0.2727272727272727
10698,0.2727272727272727
10699,0.2727272727272727
10700,0.7051282051282052
10701,0.7051282051282052
10702,0.8311688311688312
10703,0.7051282051282052
10704,0.9749216300940439
10705,0.896551724137931
10706,0.25
10707,0.23076923076923078
10708,0.7692307692307693
10709,0.9363057324840764
10710,0.4
10711,0.4
10712,0.9749216300940439
10713,0.4
10714,0.6842105263157895
10715,0.7973273942093542
10716,0.35294117647058826
10717,0.4
10718,0.7407407407407407
10719,0.7973273942093542
10720,0.0
10721,0.0
10722,0.9541284403669725
10723,0.8333333333333334
10724,0.9749216300940439
10725,0.9363057324840764
10726,0.6157894736842106
10727,0.25524475524475526
10728,0.9363057324840764
10729,0.627906976744186
10730,0.9749216300940439
10731,0.5522388059701493
10732,0.2857142857142857
10733,0.2857142857142857
10734,0.4
10735,0.7973273942093542
10736,0.7973273942093542
10737,0.7407407407407407
10738,0.9363057324840764
10739,0.7407407407407407
10740,0.25524475524475526
10741,0.7973273942093542
10742,0.6666666666666666
10743,0.05714285714285714
10744,0.05714285714285714
10745,0.05714285714285714
10746,0.05714285714285714
10747,0.05714285714285714
10748,0.7407407407407407
10749,0.7973273942093542
10750,0.25524475524475526
10751,0.2831541218637993
10752,0.2831541218637993
10753,0.3643410852713178
10754,0.7051282051282052
10755,0.7973273942093542
10756,0.7973273942093542
10757,0.7407407407407407
10758,0.8387096774193549
10759,0.5522388059701493
10760,0.1320754716981132
10761,0.7973273942093542
10762,0.7407407407407407
10763,0.7407407407407407
10764,0.8311688311688312
10765,0.37037037037037035
10766,0.8823529411764706
10767,0.8823529411764706
10768,0.8823529411764706
10769,0.6842105263157895
10770,0.041666666666666664
10771,0.9749216300940439
10772,0.9541284403669725
10773,0.5714285714285714
10774,0.1111111111111111
10775,0.1111111111111111
10776,0.0
10777,0.8
10778,0.7973273942093542
10779,0.9184782608695652
10780,0.7407407407407407
10781,0.05714285714285714
10782,0.2831541218637993
10783,0.1320754716981132
10784,0.9184782608695652
10785,0.2831541218637993
10786,0.25524475524475526
10787,0.7407407407407407
10788,0.6261682242990654
10789,0.7407407407407407
10790,0.37037037037037035
10791,0.7407407407407407
10792,0.2831541218637993
10793,0.8961038961038961
10794,0.8961038961038961
10795,0.8311688311688312
10796,0.2727272727272727
10797,0.2727272727272727
10798,0.2727272727272727
10799,0.2727272727272727
10800,0.2727272727272727
10801,0.37777777777777777
10802,0.2
10803,0.125
10804,0.5714285714285714
10805,0.0
10806,0.9295774647887324
10807,0.2831541218637993
10808,0.9295774647887324
10809,0.35294117647058826
10810,0.0
10811,0.6157894736842106
10812,0.7051282051282052
10813,0.058823529411764705
10814,0.0
10815,0.7407407407407407
10816,0.5522388059701493
10817,0.0
10818,0.5522388059701493
10819,0.5522388059701493
10820,0.6666666666666666
10821,0.7407407407407407
10822,0.0
10823,0.9541284403669725
10824,0.25524475524475526
10825,0.8
10826,0.7407407407407407
10827,0.9363057324840764
10828,0.9749216300940439
10829,0.896551724137931
10830,0.4897959183673469
10831,0.35294117647058826
10832,0.25524475524475526
10833,0.5
10834,0.5
10835,0.7051282051282052
10836,0.922077922077922
10837,0.7272727272727273
10838,0.7973273942093542
10839,0.7407407407407407
10840,0.4838709677419355
10841,0.6157894736842106
10842,0.7407407407407407
10843,0.7407407407407407
10844,0.6157894736842106
10845,0.9184782608695652
10846,0.2831541218637993
10847,0.2831541218637993
10848,0.5522388059701493
10849,0.5833333333333334
10850,0.8387096774193549
10851,0.1320754716981132
10852,0.7407407407407407
10853,0.896551724137931
10854,0.6455026455026455
10855,0.8387096774193549
10856,0.5522388059701493
10857,0.0
10858,0.896551724137931
10859,0.0625
10860,0.1320754716981132
10861,0.0
