opportunity_id,target
10689,0.608533528128545
10690,0.609141708583117
10691,0.6878045352573795
10692,0.5875834563148261
10693,0.767414490350269
10694,0.767414490350269
10695,0.5915410038142759
10696,0.5912567957658629
10697,0.39962916978680485
10698,0.4089199464289104
10699,0.3843619557931744
10700,0.6342179670214788
10701,0.6342179670214788
10702,0.6840811415392025
10703,0.6342179670214788
10704,0.8228038384242411
10705,0.6065546840550456
10706,0.33831371694051376
10707,0.4131856940729304
10708,0.30757690693683376
10709,0.7896930400841734
10710,0.6499922451756388
10711,0.6499837980936342
10712,0.7601035226693765
10713,0.6464533517483894
10714,0.411828746975508
10715,0.7242868361180109
10716,0.5910005095061132
10717,0.34059507238772596
10718,0.678042244893485
10719,0.6771425666966859
10720,0.2740351216061789
10721,0.44503741622809057
10722,0.7897125990468078
10723,0.4946702547098522
10724,0.8001558582834477
10725,0.7900966734728222
10726,0.4576284126420706
10727,0.3363311697519123
10728,0.8010035624754753
10729,0.7080014982643542
10730,0.8199668749541601
10731,0.6647171495476201
10732,0.5677231360389308
10733,0.5677231360389308
10734,0.5268618931639253
10735,0.6881846941971888
10736,0.6896553193927009
10737,0.6947323725525791
10738,0.5756319333564665
10739,0.6875656983688513
10740,0.45038797334601516
10741,0.7287644042617981
10742,0.7276424737939785
10743,0.2707087389566745
10744,0.27784551118174977
10745,0.27784551118174977
10746,0.27784551118174977
10747,0.27784551118174977
10748,0.690253206847791
10749,0.7563529819167648
10750,0.4736001815419555
10751,0.4484862203057877
10752,0.4484862203057877
10753,0.3811596477475055
10754,0.39446955024681146
10755,0.6945367519649164
10756,0.7464070922718161
10757,0.689808664283364
10758,0.5790409151384496
10759,0.5018876758602534
10760,0.2870090301492047
10761,0.7656365356834341
10762,0.7007752134315526
10763,0.6655814427488111
10764,0.47027459852828707
10765,0.5396369188402441
10766,0.7641977221644533
10767,0.7644064012804058
10768,0.6649735098001687
10769,0.3922421595139605
10770,0.21369513784414085
10771,0.7940060249624037
10772,0.7761711315317884
10773,0.4556082366788637
10774,0.2724437891885425
10775,0.21693601878485577
10776,0.2604416853801714
10777,0.3823363699318623
10778,0.7438084259738011
10779,0.728515170472036
10780,0.6889691326323099
10781,0.337643036608579
10782,0.35750707342281335
10783,0.28999746097109735
10784,0.7371560257295936
10785,0.3878405533705152
10786,0.43908524333397875
10787,0.6737810286085496
10788,0.5567909608290189
10789,0.39375332129934604
10790,0.46307449192600253
10791,0.7063055700431337
10792,0.31915290212711295
10793,0.7773259548331289
10794,0.7773259548331289
10795,0.47027459852828707
10796,0.4437639854466083
10797,0.4051332329030061
10798,0.3494535979423174
10799,0.4470908231362974
10800,0.4051332329030061
10801,0.27440029053314147
10802,0.6260857815406262
10803,0.2864924469770432
10804,0.7553300679072747
10805,0.5386074274708009
10806,0.787128896030187
10807,0.44552628259042293
10808,0.779397802687683
10809,0.6617517708848463
10810,0.1838545351051509
10811,0.6252510951646111
10812,0.36571832147593525
10813,0.19846643354216717
10814,0.20737357468808335
10815,0.6271047368449582
10816,0.5263605283561508
10817,0.20921802022721872
10818,0.5170536009959888
10819,0.517127934310304
10820,0.6510403095310209
10821,0.5888961049448317
10822,0.1881422673956116
10823,0.7649440624433995
10824,0.5667792394492376
10825,0.40726279938654525
10826,0.6822476853230515
10827,0.8018076004771943
10828,0.7334932397159712
10829,0.7254768235056354
10830,0.6835143504059532
10831,0.5890935258281504
10832,0.5256440708273046
10833,0.30015069985044995
10834,0.5818760663268818
10835,0.6161715768404595
10836,0.7088740944484951
10837,0.3167523774194921
10838,0.7390702769898181
10839,0.6354826963525648
10840,0.4000460031080668
10841,0.5818297392361648
10842,0.6623358710531365
10843,0.6574034264841707
10844,0.5305941206076334
10845,0.7501165927442651
10846,0.3272543407963173
10847,0.3290725686758465
10848,0.5125059755553312
10849,0.4767064481847638
10850,0.7051417024378469
10851,0.2584667225766872
10852,0.6564774091395297
10853,0.597284655142997
10854,0.6081083672613891
10855,0.7083597280625259
10856,0.3674798776813672
10857,0.6857893980945299
10858,0.6407827506419385
10859,0.5151945687666758
10860,0.2585337311321072
10861,0.17845474362541766
10862,0.41946394191795466
10863,0.5966601575087905
10864,0.7345079705093163
10865,0.7452519445577076
10866,0.25056490470939335
10867,0.2174132607302722
10868,0.7423084538958767
10869,0.2054496300300368
10870,0.4578587178876825
10871,0.7516238780960084
10872,0.2697021800617488
10873,0.5371538116300835
10874,0.7644064012804058
10875,0.6952564521757506
10876,0.8006969424994437
10877,0.6421203598504475
10878,0.4683195953233453
10879,0.20515031905645123
10880,0.2039466987572438
10881,0.7055369246068565
10882,0.3807210801873644
10883,0.43198324230875157
10884,0.3689499690836753
10885,0.6981792825125036
10886,0.5764848042578614
10887,0.23471620865430531
10888,0.6845065218826596
10889,0.6830625927343826
10890,0.6845065218826596
10891,0.48993243769932376
10892,0.6696780052746192
10893,0.7494312877576926
10894,0.7051129629258455
10895,0.7163017558275726
10896,0.7385070210882526
10897,0.7440779449424338
